number,borders,address,july,august,sept,links,rajon,country,difference
321303,"м.Ірпінь – вул.Глінки, вул.Гоголя, вул.Мечнікова: 83–118А; вул.Некрасова, вул.Орлика, вул.Садова: 69, 93–100А; вул.Степанівська, вул.Толстого: 40–70А; вул.Тургенівська: 92, 94, 96–98А, 100, 102–102А, 104–127; пров.Гайдамацький, пров.Сосновий","вул.Садова, 94, м.Ірпінь, Київська обл., 08201 (Приватне акціонерне товариство ""Ірпіньмаш"", адміністративний корпус, актова зала)",2585,2634,2222,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321303&prejim=1,Ірпінська міська громада,,-14.0425531914894
321305,"м.Ірпінь – вул.Бузкова, вул.Бучанська, вул.Висоцького, вул.Вишнева, вул.Ворзельська, вул.Горіхова, вул.Донецька, вул.Енергетиків, вул.Житомирська, вул.Зарічна, вул.Зелена, вул.Івана Колобова, вул.Кошового, вул.Макаренка, вул.Миколи Носова, вул.Незалежності, вул.Ново-Ірпінська, вул.Остапа Вишні, вул.Поповича, вул.Рубежівська, вул.Свободи, вул.Сонячна, вул.Степана Руданського, вул.Стоянська, вул.Федора Кричевського, вул.Франка, вул.Чайковського, вул.Ягідна, вул.Якова Калацюка, пров.Бучанський, пров.Ворзельський, пров.Франка, СТ ""Аграрник"", СТ ""Аграрник"", вул.Вишнева, СТ «Ветеран», вул.Абрикосова, СТ ""Ветеран-2"", вул. Лінія 8, СТ «Енергетик», СТ ""Енергетик"", вул.Незалежності, СТ ""Індустріалець"", вул. Індустріальна, СТ ""Перемога"", вул. Абрикосова, СТ ""Перемога"", вул. Набережна, СТ «Перемога», вул.Вишнева, СТ ""Світанок"", СТ ""Яблунька"", вул.Озерна, СТ ""Явір-2"", вул. Свердлова 2","вул.Поповича, 1, м.Ірпінь, Київська обл., 08205 (клуб с.Романівка, фойє)",960,980,1060,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321305&prejim=1,Ірпінська міська громада,,10.4166666666667
321424,"м.Ірпінь – вул.Білокур, вул.Гайдамацька, вул.Ново-Оскольська","вул.Садова, 94, м.Ірпінь, Київська обл., 08201 (Приватне акціонерне товариство ""Ірпіньмаш"", адміністративний корпус, хол - 2-й поверх)",2736,2809,1803,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321424&prejim=1,Ірпінська міська громада,,-34.1008771929825
321434,"м.Ірпінь – вул.Пушкінська, вул.Університетська: 1–18, 20–20/1;","вул.А.П.Тищенка, 10, м.Ірпінь, Київська обл., 08200 (школа №17, новий корпус, фойє, 1-й поверх)",1844,1943,2296,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321434&prejim=1,Ірпінська міська громада,,24.5119305856833
320044,смт Терезине,"вул.Першотравнева, 4, смт Терезине, Білоцерківський р-н, Київська обл., 09133 (будинок культури, актова зала)",1166,1309,1359,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320044&prejim=1,Білоцерківська міська громада,,16.5523156089194
320075,с.Сидори,"вул.Шкільна, 1, с.Сидори, Білоцерківський р-н, Київська обл., 09131 (школа, майстерня)",325,365,419,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320075&prejim=1,Білоцерківська міська громада,,28.9230769230769
321173,м.Біла Церква – вул.Героїв Чорнобиля: 3;,"вул.Героїв Чорнобиля, 3, м.Біла Церква, Київська обл., 09111 (гуртожиток №6 БНАУ, хол)",368,330,323,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321173&prejim=1,Білоцерківська міська громада,,-12.2282608695652
321177,"м.Біла Церква – вул.Дружби, вул.Євгена Деслава: 2–83, 86, 88–90А; вул.Котляревського, вул.Максима Залізняка, вул.Степана Бандери: 3–81; вул.Українська, пров.Івана Богуна, пров.Івана Гонти, пров.Івана Сірка, пров.Максима Залізняка, пров.Миколи Вінграновського","вул.Котляревського, 42/2, м.Біла Церква, Київська обл., 09111 (автошкола Київської обласної організації спілки автомобілістів, к.8)",2054,1352,1348,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321177&prejim=1,Білоцерківська міська громада,,-34.3719571567673
321179,"м.Біла Церква – вул.Заярська, вул.Заярська друга, вул.Кільцева, вул.Ключова, вул.Лугова, вул.Провальна, вул.Професора Андрія Голуба, вул.Селянська, вул.Ставищанська: 5–102; вул.Таращанська: 1–114, 116, 118, 120–120А, 122, 124, 126, 128, 130, 132, 134, 136, 138, 142, 144–150; вул.Шкільна, пров.Професора Голуба другий, пров.Професора Голуба перший, пров.Селянський, пров.Таращанський","вул.Таращанська, 18, м.Біла Церква, Київська обл., 09106 (школа №13, вестибюль)",1806,2354,2342,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321179&prejim=1,Білоцерківська міська громада,,29.6788482834995
350156,"с.Піщаний Брід – вул.Володимира Винниченка, вул.Горького, вул.Молодіжна, вул.Незалежності: 2–21; вул.Низова, вул.Перемоги, вул.Польова, вул.Поштова, вул.Садова, вул.Свято-Миколаївську, вул.Чкалова, пров.Молодіжний, пров.Садовий, с.Веснянка","вул.Незалежності, 1, с.Піщаний Брід, Добровеличківський р-н, Кіровоградська обл., 27037 (аграрний ліцей, спортивний зал)",768,771,878,!cm_core.cm_index?option=ext_dvk&pid100=35&pf5242=350156&prejim=1,Піщанобрідська сільська громада,,14.3229166666667
