number,borders,address,july,august,sept,links,rajon,country,difference
681371,"м.Кам’янець-Подільський – вул.Гагаріна: 56–56/1, 71–89;","вул.Гагаріна, 54, м.Кам’янець-Подільський, Хмельницька обл., 32300 (військова частина А1884, клуб,глядацька зала)",1316,1209,1178,!cm_core.cm_index?option=ext_dvk&pid100=68&pf5242=681371&prejim=1,Кам'янець-Подільська міська громада,,-10.4863221884498
440404,с.Калинове-Борщувате,"вул.Нова, 35, с.Калинове-Борщувате, Попаснянський р-н, Луганська обл., 93300 (сільський будинок культури, глядацький зал, 1-й поверх)",176,176,124,!cm_core.cm_index?option=ext_dvk&pid100=44&pf5242=440404&prejim=1,Кадіївська міська громада,,-29.5454545454545
321259,"м.Буча – вул.Ворзельська, вул.Горького, вул.Жовтнева, вул.Заводська, вул.Івана Руденка, вул.Левка Ревуцького, вул.Лермонтова, вул.Миколи Мурашка, вул.Михайла Гориня, вул.Нагорна, вул.Ново-Лермонтова, вул.Островського: 1–32, 35; вул.Переїздна, вул.Трудова, вул.Тюменцева-Хвилі, вул.Устима Кармелюка, вул.Щаслива, пров.Жовтневий, пров.Заводський, пров.Михайла Гориня, пров.Трудовий, 31 км","вул.Михайла Гориня, 2, м.Буча, Київська обл., 08292 (дитяча школа мистецтв, хол)",796,805,1380,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321259&prejim=1,Бучанська міська громада,,73.3668341708543
321409,"м.Буча – бульв.Леоніда Бірюкова, вул.Бориса Гмирі, вул.В’ячеслава Чорновола, вул.Депутатська, вул.Івана Виговського, вул.Нове Шосе: 19, 25, 37–39, 49–63;","вул.Бориса Гмирі, 12, м.Буча, Київська обл., 08292 (ДНЗ № 7 ""Перлинка"", актова зала)",2242,2268,1755,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=321409&prejim=1,Бучанська міська громада,,-21.721677074041
510121,"м.Березівка – вул.Вишнева, вул.Відродження, вул.Горького, вул.Зарічна, вул.Карбишева, вул.Лісна, вул.Матросова, вул.Мисливська, вул.Молодіжна: 1–43, 45, 47–49, 51–57; вул.Набережна, вул.Одеська, вул.Побєди: 3–17, 20–22, 24, 26, 28–56; вул.Свято-Миколаївська: 1–14, 15, 17, 19, 21, 23, 27, 31, 33, 35, 37, 39, 41, 43; вул.Тилігульська, вул.Тімірязєва, вул.Чкалова, вул.Чорноморська, вул.Шевченка, пл.Генерала Плієва, пл.ім.Шевченка, пров.Вишневий, пров.Новий, пров.Одеський, пров.Побєди, пров.Тімірязєва, пров.Український, пров.Чорноморський, Лісництво, Насосна станція, 1214 км","вул.Матросова, 1, м.Березівка, Березівський р-н, Одеська обл., 67300 (районний будинок культури, фойє)",1204,1203,1794,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510121&prejim=1,Березівська міська громада,,49.0033222591362
510123,"м.Березівка – вул.Володарського, вул.Гагаріна, вул.Єврейська, вул.Київська, вул.Княгині Ольги, вул.Кондрашова, вул.Миру, вул.Мічуріна, вул.Паркова: 5–35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55; вул.Пушкінська, вул.Слави, пров.Гагаріна, пров.Миру, пров.Мічуріна","вул.М.Грушевського, 4, м.Березівка, Березівський р-н, Одеська обл., 67300 (школа №2, спортивний зал)",1175,1177,1546,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510123&prejim=1,Березівська міська громада,,31.5744680851064
70131,"с.Пустомити, с.Зеленолужне, с.Уманці","вул.Центральна, 47, с.Пустомити, Горохівський р-н, Волинська обл., 45720 (Будинок культури, фойє)",404,601,600,!cm_core.cm_index?option=ext_dvk&pid100=7&pf5242=070131&prejim=1,Горохівська міська громада,,48.5148514851485
610023,"с.Котів, с.Молохів","вул.Тиха, 1, с.Котів, Бережанський р-н, Тернопільська обл., 47542 (будинок народної творчості, актова зала)",367,393,406,!cm_core.cm_index?option=ext_dvk&pid100=61&pf5242=610023&prejim=1,Саранчуківська сільська громада,,10.6267029972752
510258,"с.Нерубайське – вул.Б.Хмельницького, вул.Гагаріна, вул.Дачна, вул.ДСТ ""Вітамін"", вул. 1 лінія, вул.ДСТ ""Вітамін"", вул. 2 лінія, вул.ДСТ ’Вітамін’, 14 провулок, вул.ДСТ ""Вітамін"", 3 провулок, вул.ДСТ ""Вітамін"", 6 провулок, вул.ДСТ ""Ліра"", 4 лінія, вул.ДСТ ""Ліра"", 5 лінія, вул.Зелена, вул.Космонавтів, вул.Курортна, вул.Набережна: 1, 3–3В, 5–5В, 7–7Г, 9–9Л, 11, 13–13А, 15, 17–17А, 19–19Д, 21–21Б, 23–23К, 25–25Р, 27–27Г, 29–29З, 31, 33, 35А, 37, 39, 41–41А, 43, 45, 47, 49, 51, 53, 55, 57; вул.Ново-Нерубайська, вул.ОК ""Лісовод"", 2 лінія, вул.ОК ""Лісовод"", 3 лінія, вул.ОК ""Лісовод"", 4 лінія, вул.""ОФ НАТІ"", вул. 2 лінія, вул.Полтавська, вул.Полтавська кільцева, вул.Садовий кооператив ""Нептун"", вул.11 лінія, вул.СК ""Нептун"" , вул. 10 лінія, вул.СК ""Нептун"", 7 лінія, вул.СК ""Нептун"", 8 лінія, вул.СК ""Нептун"", 9 лінія, вул.СТ ""Будівельник"" вул. 1 лінія, вул.СТ ""Будівельник"" вул. 2 лінія, вул.СТ ""Будівельник"" вул. 3 лінія, вул.СТ ""Будівельник"" вул. 4 лінія, вул.СТ ""Гвоздіка"" лінія 1, вул.СТ ""Гвоздіка"" лінія 2, вул.СТ ""Гвоздіка"" лінія 3, вул.СТ ""Гідробудівельник"" вул. 2 лінія, вул.СТ ""Гідробудівельник"", вул. 3 лінія, вул.СТ ""Гідробудівельник"" вул. 4 лінія, вул.СТ ""Гідробудівельник"", вул. 6 лінія, вул.СТ ""Гідробудівельник"", вул. 7 лінія, вул.СТ ""Гідробудівельник"", 1 лінія, вул.СТ ""Глорія"", вул.1 лінія, вул.СТ ""Глорія"", вул.6 лінія, вул.СТ ""Глорія"" лінія 4, вул.СТ ""Глорія"", 2 лінія, вул.СТ ""Глорія"" 5 лінія, вул.СТ ""Глорія"", 7 лінія, вул.СТ ""Грона"", лінія 4, вул.СТ ""Грона"", 1 лінія, вул.СТ ""Грона"", 11 лінія, вул.СТ ""Грона"", 2 лінія, вул.СТ ""Грона"", 7 лінія, вул.СТ ""Грона"", 9 лінія, вул.СТ ""Енергетик"" 3 лінія, вул.СТ ""Енергетик"" 5 лінія, вул.СТ ""Керамік"" 1 лінія, вул.СТ ""Керамік"" 2 лінія, вул.СТ ""Керамік"" 3 лінія, вул.СТ ""Ліра"", 2 лінія, вул.СТ «Ліра», 3 лінія, вул.СТ ""Медик"", вул.1 Лінія, вул.СТ ""Медик"", вул.2 Лінія, вул.СТ ""Отрада"", вул. 1 лінія, вул.СТ ""Отрада"", вул. 2 лінія, вул.СТ ""Отрада"", вул. 3 лінія, вул.СТ ""Отрада"", вул. 4 лінія, вул.СТ ""Отрада"" лінія 5, вул.СТ ""Салют"" 1 лінія, вул.СТ ""Салют"" 2 лінія, вул.Хаджибейська, вул.ЧСК ""Хаджибей-1"", 1 лінія, вул.ЧСК ""Хаджибей-1"", 2 лінія, пров.Гагаріна, пров.ДСТ ""Вітамін"" 10 провулок, пров.ДСТ ""Вітамін"" 15 провулок, пров.ДСТ ""Вітамін"" 17 провулок, пров.ДСТ «Вітамін», 3 провулок, пров.ДСТ ""Вітамін"" 4 провулок, пров.ДСТ ""Вітамін"", 7 провулок, пров.Комарова, пров.Прилиманський, пров.садівниче товариство ""Енергетик"" 1 провулок, пров.СТ ""Енергетик"" 2 провулок, пров.Шоніна, пров.1-й Ново-Нерубайський, пров.2-й Ново-Нерубайський, пров.3-й Ново-Нерубайський, 2 Лінія","вул.Зелена, 5А, с.Нерубайське, Біляївський р-н, Одеська обл., 67661 (школа №2, актова зала)",2221,2282,2452,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=510258&prejim=1,Нерубайська сільська громада,,10.4007203962179
710743,"с.Зам’ятниця, с.Деменці","вул.Хутір, 2, с.Зам’ятниця, Чигиринський р-н, Черкаська обл., 20931 (контора ТОВ ""Церматт"", актова зала)",152,153,178,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710743&prejim=1,Медведівська сільська громада,,17.1052631578947
710748,с.Івківці,"вул.І.Гудковського, 3, с.Івківці, Чигиринський р-н, Черкаська обл., 20932 (школа, актова зала)",127,137,143,!cm_core.cm_index?option=ext_dvk&pid100=71&pf5242=710748&prejim=1,Медведівська сільська громада,,12.5984251968504
741019,"м.Чернігів – вул.Борщова, вул.Волкова, вул.Городнянська, вул.Кленова, вул.Комарова, вул.Лугова, вул.Малиновського: 29–62; вул.Матчанова, вул.Піщана, вул.Привітна, вул.Радищева, вул.Рахматуліна: 64, 70, 72, 73Б–74А, 76, 78, 80, 82, 105–160А; вул.Сагайдак, вул.Шевченка: 230, 232–232А, 234, 236, 238, 240, 242, 244–246А, 248–248А, 250–282; пров.Борщова, пров.Сагайдак, пров.1-й Радищева, пров.1-й Рахматуліна, пров.2-й Радищева, пров.2-й Рахматуліна","вул.Шевченка, 246А, м.Чернігів, Чернігівська обл., 14020 (гуртожиток ЗАТ ""Сіверянка"", хол)",1389,1468,2454,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=741019&prejim=1,Чернігівська міська громада,,76.6738660907127
741021,"м.Чернігів – вул.Братів Гарамів, вул.Вишнева, вул.В.Липинського, вул.Дмитра Бортнянського, вул.Кривоноса, вул.Малиновського: 1–25; вул.Механізаторів, вул.Озерна, вул.Радіозаводська, вул.Рахматуліна: 1–63А, 65–69, 71, 73–73А, 75, 77–77Б, 79, 81–81А, 83–101А; вул.Річкова, вул.Романа Бжеського, вул.Сосницька: 1–74, 76–76А, 78, 80; вул.Східна, вул.Урожайна, вул.Шевченка: 111Б, 113–113Б, 115–119, 121, 123, 125, 127–127А, 129, 131–131Б, 133, 135–135А, 137–139, 141–141Б, 143–143А, 145–145Б, 147–147Б, 149–149Б, 151–151А, 153, 155, 157–190А, 192, 194А, 196А, 198–198А, 200, 202, 204, 206–206А, 208, 210, 212, 214, 216, 218, 220, 222, 224, 226; вул.Шкільна, вул.Шмідта, вул.Яблунева, вул.1-ша Радіозаводська, вул.2-га Радіозаводська, вул.3-тя Радіозаводська, вул.50 років Перемоги, пров.Дмитра Бортнянського, пров.Романа Бжеського, пров.Сосницький, пров.Яровий, пров.1-й Кривоноса, пров.1-й Механізаторів, пров.2-й Кривоноса, пров.2-й Механізаторів, пров.3-й Кривоноса","вул.Шевченка, 160А, м.Чернігів, Чернігівська обл., 14020 (Комунальний навчальний заклад Чернігівський ОНВЦ, хол)",2047,2047,2370,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=741021&prejim=1,Чернігівська міська громада,,15.7791890571568
741022,"м.Чернігів – вул.Бобровицька: 1–18; вул.Василя Дуніна-Борковського, вул.Верьовки, вул.Всеволода Ганцова: 1–18, 20; вул.Генерала Пухова: 1–46, 51–51Б, 53; вул.Захисників України: 13–13Б, 15А, 17; вул.Кистяківських, вул.Кільцева: 20; вул.Новоселів, вул.Петра Смолічева, вул.Сосницька: 75, 77, 79–79А, 81–144; вул.Шевченка: 140, 142, 144, 146, 148, 150, 152, 154, 156, 191–191А, 193, 195–195А, 197, 199, 201, 203, 205, 207, 209, 211, 213–213А, 215, 217, 219, 221, 223, 225, 227–229, 231, 233, 235, 237–237А, 239–239Б, 241, 243, 247, 249, 286–294; пров.Бобровицький, пров.Василя Дуніна-Борковського, пров.1-й Шевченка","вул.Кільцева, 20, м.Чернігів, Чернігівська обл., 14030 (вище професійне училище, актова зала)",2020,2012,2243,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=741022&prejim=1,Чернігівська міська громада,,11.0396039603961
741079,"м.Чернігів – вул.Івана Мазепи: 18–18З, в/ч Т0500; вул.Пирогова: 22–22А;","пров.Олексія Бакуринського, 18А, м.Чернігів, Чернігівська обл., 14000 (Гуртожиток професійного ліцею залізничного транспорту, спортивна зала)",1044,1204,1201,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=741079&prejim=1,Чернігівська міська громада,,15.0383141762452
50687,с.Липчани,"вул.М.Михайлюка, 71, с.Липчани, Могилів-Подільський р-н, Вінницька обл., 24022 (сільський клуб, зал)",375,374,424,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=050687&prejim=1,Яришівська сільська громада,,13.0666666666667
681126,с.Ходаківці,"вул.Шевченко, 1/1, с.Ходаківці, Хмельницький р-н, Хмельницька обл., 31359 (ФАП, к.2)",185,185,206,!cm_core.cm_index?option=ext_dvk&pid100=68&pf5242=681126&prejim=1,Лісовогринівецька сільська громада,,11.3513513513513
680549,с.Слобідка-Кульчієвецька,"вул.Механізаторів, 45, с.Слобідка-Кульчієвецька, Кам’янець-Подільський р-н, Хмельницька обл., 32302 (будинок культури, актова зала)",718,720,792,!cm_core.cm_index?option=ext_dvk&pid100=68&pf5242=680549&prejim=1,Слобідсько-Кульчієвецька сільська громада,,10.3064066852368
320266,с.Рожни,"вул.Свободи, 41Г, с.Рожни, Броварський р-н, Київська обл., 07412 (будинок культури, фойє)",1008,1057,1117,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320266&prejim=1,Зазимська сільська громада,,10.8134920634921
650269,"с.Збур’ївка, с.Тендрівське","вул.Перемоги, 17А, с.Збур’ївка, Голопристанський р-н, Херсонська обл., 75643 (сільський клуб, танцювальний зал)",679,677,751,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650269&prejim=1,Бехтерська сільська громада,,10.6038291605302
650270,с.Облої,"вул.Морська, 67, с.Облої, Голопристанський р-н, Херсонська обл., 75643 (сільський клуб, фойє)",92,92,160,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650270&prejim=1,Бехтерська сільська громада,,73.9130434782609
650274,с.Приморське,"вул.Миру, 26А, с.Приморське, Голопристанський р-н, Херсонська обл., 75655 (сільський клуб, фойє)",239,237,266,!cm_core.cm_index?option=ext_dvk&pid100=65&pf5242=650274&prejim=1,Бехтерська сільська громада,,11.2970711297071
320537,"с.Кузьминці, с.Панікарча","вул.Василя Путаненка, 10, корп.Б, с.Кузьминці, Кагарлицький р-н, Київська обл., 09232 (сільський клуб, зал) / вул.Юрія Гладченка, 1, с.Панікарча, Кагарлицький р-н, Київська обл., 09233",450,504,518,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320537&prejim=1,Ржищівська міська громада,,15.1111111111111
51236,с.Рогинці,"вул.Миру, 2, с.Рогинці, Хмільницький р-н, Вінницька обл., 22044 (сільський клуб, зал)",199,198,220,!cm_core.cm_index?option=ext_dvk&pid100=5&pf5242=051236&prejim=1,Уланівська сільська громада,,10.5527638190955
320378,с.Нижча Дубечня,"вул.Шкільна, 13А, с.Нижча Дубечня, Вишгородський р-н, Київська обл., 07361 (школа, спортивна зала)",989,996,1089,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320378&prejim=1,Пірнівська сільська громада,,10.1112234580384
320384,с.Пірнове,"вул.Шкільна, 1, с.Пірнове, Вишгородський р-н, Київська обл., 07342 (школа, спортивна зала)",462,461,527,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320384&prejim=1,Пірнівська сільська громада,,14.0692640692641
320177,с.Васильки,"вул.Центральна, 4А, с.Васильки, Бориспільський р-н, Київська обл., 08364 (сільський клуб, зала)",212,218,288,!cm_core.cm_index?option=ext_dvk&pid100=32&pf5242=320177&prejim=1,Вороньківська сільська громада,,35.8490566037736
70574,с.Пожог,"вул.Першотравнева, 1А, с.Пожог, Любешівський р-н, Волинська обл., 44215 (фельдшерсько-акушерський пункт, коридор)",36,36,40,!cm_core.cm_index?option=ext_dvk&pid100=7&pf5242=070574&prejim=1,Любешівська селищна громада,,11.1111111111111
210557,с.Ірлява,"вул.Шевченка, сільська рада, с.Ірлява, Ужгородський р-н, Закарпатська обл., 89453 (сільська рада, актова зала, 2-й поверх)",177,177,198,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210557&prejim=1,Середнянська селищна громада,,11.864406779661
210558,с.Андріївка,"вул.Гагаріна, 2, с.Андріївка, Ужгородський р-н, Закарпатська обл., 89454 (сільський клуб, актова зала)",194,201,232,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210558&prejim=1,Середнянська селищна громада,,19.5876288659794
460977,"с.Чишки – вул.В.Чорновола, вул.Г.Сковороди, вул.Затишна, вул.І.Франка, вул.Л.Українки, вул.Шевченка, вул.б/н","вул.Шевченка, 84, с.Чишки, Пустомитівський р-н, Львівська обл., 81144 (народний дім, актова зала)",1949,1386,1385,!cm_core.cm_index?option=ext_dvk&pid100=46&pf5242=460977&prejim=1,Давидівська сільська громада,,-28.9379168804515
460978,"с.Чишки – вул.Бічна Шептицьких, вул.Д.Галицького, вул.І.Боберського, вул.І.Котляревького, вул.Шептицьких, с.Бережани, с.Волиця, с.Соснівка","вул.Бічна Шептицьких, 15, с.Чишки, Пустомитівський р-н, Львівська обл., 81144 (адміністративний корпус ПАФ, каб.2)",627,1176,1171,!cm_core.cm_index?option=ext_dvk&pid100=46&pf5242=460978&prejim=1,Давидівська сільська громада,,86.762360446571
120448,"смт Вишневе, с.Кулябкине, с.Іванівка, с.Терно-Лозуватка – вул.Дачна, вул.Лісна, вул.Підгорна, вул.Терновата, вул.Тиха, с.Червоний Яр","вул.Центральна, 47, смт Вишневе, П’ятихатський р-н, Дніпропетровська обл., 52151 (будинок культури, актова зала)",1710,1707,1944,!cm_core.cm_index?option=ext_dvk&pid100=12&pf5242=120448&prejim=1,Вишнівська селищна громада,,13.6842105263158
511189,"м.Одеса – вул.Глиняна: 12–48; вул.Маршала Малиновського: 55, 57, 61–61 к.2, 63, 65, 67, 69, 71–71 к.1; вул.Сільська: 1–26; вул.Софії Перовської: 29–48; пров.Сурикова 1-й, пров.Сурикова 2-й","пл.Бориса Дерев’янка, 1, м.Одеса, Одеська обл., 65072 (""Видавництво ""Чорномор'я"", хол, 1-й поверх)",1954,2262,2248,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511189&prejim=1,Одеська міська громада,,15.0460593654043
511192,"м.Одеса – вул.Академіка Філатова: 43, 52, 52 к.А, 52 к.2, 54, 56, 58, 58 к.2, 60, 62, 62 к.2, 64, 66, 68; вул.Маршала Малиновського: 18–18В, 25–27, 31, 35 к.2;","вул.Маршала Малиновського, 29А, м.Одеса, Одеська обл., 65074 (Одеська гімназія № 5, коридор, 1-й поверх)",2057,2284,2291,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511192&prejim=1,Одеська міська громада,,11.3757899854157
511364,"м.Одеса – вул.Красна: 3; вул.Лузанівська: 5А, 57–59, 61, 63, 65–65А, 71, 98–110; дорога Миколаївська: 291–305А;","дорога Миколаївська, 283, м.Одеса, Одеська обл., 65102 (школа №23, фойє, 1-й поверх)",1822,2218,2211,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511364&prejim=1,Одеська міська громада,,21.3501646542261
511365,"м.Одеса – вул.Красна: 2, 5–15; вул.Лузанівська: 67; дорога Миколаївська: 307–311;","вул.Лузанівська, 67, м.Одеса, Одеська обл., 65102 (КСОН ""Лузанівський"", актова зала, 1-й поверх)",2707,2326,2326,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511365&prejim=1,Одеська міська громада,,-14.0746213520502
511406,"м.Одеса – бульв.Десантний: 1, 6–18; вул.Академіка Заболотного: 45–49, 51; вул.Семена Палія: 90–92;","вул.Кримська, 56А, м.Одеса, Одеська обл., 65069 (школа №14, вестибюль у правому крилі, 1-й поверх)",1925,2251,2238,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511406&prejim=1,Одеська міська громада,,16.2597402597403
511408,"м.Одеса – вул.Марсельська: 34–36, 42–60; вул.Семена Палія: 75, 77–77 к.2, 88;","вул.Кримська, 56А, м.Одеса, Одеська обл., 65069 (школа №14, спортивна зала, 1-й поверх)",2554,2241,2240,!cm_core.cm_index?option=ext_dvk&pid100=51&pf5242=511408&prejim=1,Одеська міська громада,,-12.2944400939702
210710,"м.Мукачево – вул.Берегівська: 43; вул.Зайця Володимира, вул.Зріні Ілони: 153; вул.Куруців: 21 в/ч; вул.Маргітича Івана: 4–27, 29; вул.Недецеї Яноша: 3–34; вул.Штефана Августина, вул.128-ї окремої гірсько-піхотної бригади: 4;","вул.Штефана Августина, 2, м.Мукачево, Закарпатська обл., 89600 (дитяча школа мистецтв №1, хореографічна зала)",1351,1281,1207,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210710&prejim=1,Мукачівська міська громада,,-10.6587712805329
121332,"м.Дніпро – вул.Автозаводська, вул.Зимова, вул.Ізюмська, вул.Крамського, вул.Криворізька: 1 ГУРТ, 16 ГУРТ, 16А, 18 ГУРТ, 20 ГУРТ; вул.Надбалківська, вул.Олексія Тищика, вул.Переможців, вул.Пржевальського, вул.Сєдова, пров.Криворізький, пров.Північний, проїзд Тупиковий, проїзд Шаховий, тупик Криворізький","вул.Крамського, 12А, м.Дніпро, Дніпропетровська обл., 49047 (школа №30, приміщення шкільної їдальні, 1-й поверх)",1093,1660,1660,!cm_core.cm_index?option=ext_dvk&pid100=12&pf5242=121332&prejim=1,Дніпровська міська громада,,51.875571820677
121337,"м.Дніпро – вул.Арбатська, вул.Кленова, вул.Михайла Комарова, вул.Робоча: 166–178; вул.Чиркова","вул.Робоча, 166, м.Дніпро, Дніпропетровська обл., 49008 (Палац культури Машинобудівників, фойє малого залу, 1-й поверх)",1729,2229,2237,!cm_core.cm_index?option=ext_dvk&pid100=12&pf5242=121337&prejim=1,Дніпровська міська громада,,29.3811451706189
560172,"с.Боремель, с.Набережне, с.Новий Тік, с.Смиків, с.Шибин","вул.Першотравнева, 63, с.Боремель, Демидівський р-н, Рівненська обл., 35210 (будинок культури, зал)",747,744,1027,!cm_core.cm_index?option=ext_dvk&pid100=56&pf5242=560172&prejim=1,Боремельська сільська громада,,37.4832663989291
530556,"с.Селещина – вул.Степна, вул.Степова, вул.Центральна","вул.Степова, 12, с.Селещина, Машівський р-н, Полтавська обл., 39431 (приймальня громадян в/ч А-0312, зал для прийому громадян)",173,205,201,!cm_core.cm_index?option=ext_dvk&pid100=53&pf5242=530556&prejim=1,Машівська селищна громада,,16.1849710982659
350464,"м.Новоукраїнка – вул.Варшавського, вул.Ватутіна, вул.Вокзальна, вул.Володимирська, вул.Гастелло, вул.Гризодубової, вул.Елеваторна, вул.З.Космодем’янської, вул.Маяковського, вул.Миколи Вороного: 1–74, 76, 78; вул.Нижчевокзальна, вул.Павлівська: 48, 50, 52, 54–183; вул.Польова, вул.Різдвяна, вул.Сагайдачного, вул.Синовця, вул.Тищенка, вул.Трояндова, вул.Тургенєва, вул.Цегельна, вул.Чайковського, вул.Чорновола: 110, 112, 114, 116, 118, 120, 122, 124, 126, 128, 130, 132, 134–167; вул.Ярослава Мудрого: 47–49, 51–53, 55–59; пров.Гоголя, пров.Заводський, пров.Мічуріна, пров.О.Кошового, пров.Пилипа Орлика, пров.Січових Стрільців, пров.Транспортний, пров.Флотський, пров.Центральний, пров.Цукровий, пров.Чехова, тупик Весняний, тупик Сковороди, ""Цукровик"" дачне селище","вул.Павлівська, 58, м.Новоукраїнка, Новоукраїнський р-н, Кіровоградська обл., 27100 (міжшкільний навчально-виробничий комбінат, вестибюль)",1217,1217,2035,!cm_core.cm_index?option=ext_dvk&pid100=35&pf5242=350464&prejim=1,Новоукраїнська міська громада,,67.2144617912901
210742,"м.Ужгород – вул.Володимира Погорєлова, вул.Кальмана Міксата, вул.Марії Заньковецької: 23, 25; вул.Михайла Грушевського: 8, 10–14, 16, 18, 20, 22, 24–24А, 26, 28, 30, 32, 34, 36, 55, 57; вул.Михайла Старицького, вул.8-го Березня: 30–30А;","вул.Михайла Грушевського, 29А, м.Ужгород, Закарпатська обл., 88015 (ЗДО №8 ""Дзвіночок"", спортивна зала)",953,948,1297,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210742&prejim=1,Ужгородська міська громада,,36.096537250787
210749,"м.Ужгород – вул.Бориса Тлехаса: 81–84; вул.Олексія Бестужева-Рюміна, вул.Тиводара Легоцького: 21, 23–33, 47, 53;","вул.Бориса Тлехаса, 87А, м.Ужгород, Закарпатська обл., 88015 (ЗДО №21 ""Ластовічка"", фоє)",1619,1618,1862,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210749&prejim=1,Ужгородська міська громада,,15.0092649783817
210757,"м.Ужгород – вул.Адама Міцкевича: 2/16; вул.Володимирська: 82; вул.Капушанська: 132, 149; вул.Михайла Драгоманова, вул.Олександра Радищева, вул.Тиводара Легоцького: 38–46, 50–52, 54–64;","вул.Капушанська, 142, м.Ужгород, Закарпатська обл., 88015 (Ужгородське вище професійне училище торгівлі та технологій харчування, майстерня Навчальний ресторан)",1621,1625,1813,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210757&prejim=1,Ужгородська міська громада,,11.8445404071561
210760,"м.Ужгород – вул.Василя Балога, вул.Вілмоша Ковача, вул.Іштвана Сечені: 29; вул.Лайоша Кошута, просп.Свободи: 2–6, 8–18, 20–24, 26–28;","вул.Вілмоша Ковача, 22, м.Ужгород, Закарпатська обл., 88018 (ЗДО №19, музична зала)",1436,1432,1234,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210760&prejim=1,Ужгородська міська громада,,-14.066852367688
210761,"м.Ужгород – вул.Андрія Новака, вул.Дмитра Донського, вул.Івана Фірцака, вул.Іллі Рєпіна, вул.Капушанська: 3–20; вул.Льва Толстого, вул.Миколи Некрасова, набережна Київська, набережна Слов’янська, пл.Богдана Хмельницького, пл.Едмунда Егана, пров.Алішера Навої, просп.Свободи: 1;","набережна Київська, 16, м.Ужгород, Закарпатська обл., 88018 (УСШ №5, спортивна зала)",1281,1280,1457,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210761&prejim=1,Ужгородська міська громада,,13.7392661982826
210770,"м.Ужгород – вул.Академіка Корольова, вул.Генерала Свободи, вул.Челюскінців","вул.Академіка Корольова, 4, м.Ужгород, Закарпатська обл., 88009 (УЗОШ №8, вестибюль)",1976,1973,1696,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210770&prejim=1,Ужгородська міська громада,,-14.17004048583
210772,"м.Ужгород – вул.Олександра Можайського: 3, 5–9, 30–34;","вул.Академіка Корольова, 6, м.Ужгород, Закарпатська обл., 88009 (ЗДО №38, музична зала)",1549,1550,1817,!cm_core.cm_index?option=ext_dvk&pid100=21&pf5242=210772&prejim=1,Ужгородська міська громада,,17.3014848289219
740817,с.Буди,"вул.Польова, 24, с.Буди, Чернігівський р-н, Чернігівська обл., 15564 (сільська рада, к.2)",93,91,125,!cm_core.cm_index?option=ext_dvk&pid100=74&pf5242=740817&prejim=1,Іванівська сільська громада,,34.4086021505376
