OUTID,STID,BIRTH,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TERTYPENAME,CLASSPROFILENAME,CLASSLANGNAME,EONAME,EOTYPENAME,EOREGNAME,EOAREANAME,EOTERNAME,EOPARENT,UKRTEST,UKRTESTSTATUS,UKRBALL100,UKRBALL12,UKRPTNAME,UKRPTREGNAME,UKRPTAREANAME,UKRPTTERNAME,HISTTEST,HISTLANG,HISTTESTSTATUS,HISTBALL100,HISTBALL12,HISTPTNAME,HISTPTREGNAME,HISTPTAREANAME,HISTPTTERNAME,MATHTEST,MATHLANG,MATHTESTSTATUS,MATHBALL100,MATHBALL12,MATHPTNAME,MATHPTREGNAME,MATHPTAREANAME,MATHPTTERNAME,PHYSTEST,PHYSLANG,PHYSTESTSTATUS,PHYSBALL100,PHYSBALL12,PHYSPTNAME,PHYSPTREGNAME,PHYSPTAREANAME,PHYSPTTERNAME,CHEMTEST,CHEMLANG,CHEMTESTSTATUS,CHEMBALL100,CHEMBALL12,CHEMPTNAME,CHEMPTREGNAME,CHEMPTAREANAME,CHEMPTTERNAME,BIOTEST,BIOLANG,BIOTESTSTATUS,BIOBALL100,BIOBALL12,BIOPTNAME,BIOPTREGNAME,BIOPTAREANAME,BIOPTTERNAME,GEOTEST,GEOLANG,GEOTESTSTATUS,GEOBALL100,GEOBALL12,GEOPTNAME,GEOPTREGNAME,GEOPTAREANAME,GEOPTTERNAME,ENGTEST,ENGTESTSTATUS,ENGBALL100,ENGBALL12,ENGPTNAME,ENGPTREGNAME,ENGPTAREANAME,ENGPTTERNAME,FRATEST,FRATESTSTATUS,FRABALL100,FRABALL12,FRAPTNAME,FRAPTREGNAME,FRAPTAREANAME,FRAPTTERNAME,DEUTEST,DEUTESTSTATUS,DEUBALL100,DEUBALL12,DEUPTNAME,DEUPTREGNAME,DEUPTAREANAME,DEUPTTERNAME,SPATEST,SPATESTSTATUS,SPABALL100,SPABALL12,SPAPTNAME,SPAPTREGNAME,SPAPTAREANAME,SPAPTTERNAME,RUSTEST,RUSTESTSTATUS,RUSBALL100,RUSBALL12,RUSPTNAME,RUSPTREGNAME,RUSPTAREANAME,RUSPTTERNAME,CERTNUM,UKRBALL,HISTBALL,MATHBALL,PHYSBALL,CHEMBALL,BIOBALL,GEOBALL,ENGBALL,FRABALL,DEUBALL,SPABALL,RUSBALL
5A3E1161-3879-4846-880E-0CDE06724FF0,9A3B9330-7DE4-446E-8467-0F601C00EEAD,2000,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Української філології,українська,"Комунальна обласна спеціалізована школа-інтернат ІІ-ІІІ ступенів з поглибленим вивченням окремих предметів ""Багатопрофільний ліцей для обдарованих дітей""",середня загальноосвітня школа-інтернат,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Департамент освіти і науки Чернівецької обласної державної адміністрації,Українська мова і література,Зараховано,169.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,148.0,6.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не подолав поріг,,4.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370327,74.0,46.0,,,,,25.0,,,,,
EE17E016-66EE-496A-B2DB-62DFA4B5C6F0,594CDB6C-2DD3-4294-AD23-CE29343B29B0,2000,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Української філології,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №28 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,109.0,5.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,102.0,5.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Не подолав поріг,,4.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356828,31.0,28.0,,,,20.0,,,,,,
3CDA2A15-9A44-4D82-9616-C3E08D7063E4,61B16EC3-5F3B-4CD3-BAE1-608C21AD3FD6,1999,чоловіча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №3 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,191.0,12.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,164.0,9.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,160.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,Французька мова,Зараховано,180.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,345883,93.0,,38.0,,,,57.0,,45.0,,,
83152F22-F894-4956-B53A-A967817B377C,B4D56998-E1FD-4F96-9DD2-455439C21766,2000,чоловіча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Математичний,українська,"Комунальна обласна спеціалізована школа-інтернат ІІ-ІІІ ступенів з поглибленим вивченням окремих предметів ""Багатопрофільний ліцей для обдарованих дітей""",середня загальноосвітня школа-інтернат,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Департамент освіти і науки Чернівецької обласної державної адміністрації,Українська мова і література,Зараховано,132.0,7.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,Математика,українська,Зараховано,145.0,7.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,145.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370198,46.0,,28.0,,,,,32.0,,,,
C1CC8365-64EF-4C9E-AB0D-FCD4834B11BB,6DE1E125-769B-4945-9197-BAA1E5A676AA,2000,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Біолого-хімічний,українська,Чернівецький ліцей №3 медичного профілю Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,175.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,188.0,11.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,162.0,8.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386688,79.0,80.0,,,,46.0,,,,,,
B5B1D0BA-2AFE-4CB8-A61A-6305A6D6872B,6264E332-5107-4345-A032-0652A306D623,1999,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький ліцей №2 Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,187.0,11.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,157.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,170.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379243,89.0,,34.0,,,,63.0,,,,,
8206218C-599B-495D-9230-7AC152EAD0E3,F9239C9F-B2A8-48B3-8437-8F8A0273263E,2000,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Математичний,українська,"Комунальна обласна спеціалізована школа-інтернат ІІ-ІІІ ступенів з поглибленим вивченням окремих предметів ""Багатопрофільний ліцей для обдарованих дітей""",середня загальноосвітня школа-інтернат,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Департамент освіти і науки Чернівецької обласної державної адміністрації,Українська мова і література,Зараховано,114.0,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Не подолав поріг,,3.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,116.0,5.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370274,34.0,21.0,,,,,35.0,,,,,
2FBE5728-F8D2-4A65-89EA-043860C36423,EBC80CA3-86AD-4875-AB04-FF47C7155F5A,1999,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Української філології,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №28 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,115.0,5.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,114.0,6.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,103.0,4.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Географія,українська,Зараховано,107.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356812,35.0,32.0,,,,24.0,31.0,,,,,
D0E9AEC3-931C-4E83-8701-6060EFBE6B1C,0EF69CB4-BF28-4481-A7D9-F98BFA348A34,2000,чоловіча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №3 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,196.0,12.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,195.0,11.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Французька мова,Зараховано,177.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,345729,98.0,88.0,,,,,,,44.0,,,
B65798D9-0EDB-45EE-9A61-53758DE944FD,3AC6200D-23F2-430E-A1BF-F95D98C035B8,2000,жіноча,Чернівецька область,м.Чернівці,Першотравневий район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,171.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,131.0,7.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,153.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347995,75.0,38.0,,,,,53.0,,,,,
