OUTID,STID,BIRTH,SEXTYPENAME,REGNAME,AREANAME,TERNAME,REGTYPENAME,TERTYPENAME,CLASSPROFILENAME,CLASSLANGNAME,EONAME,EOTYPENAME,EOREGNAME,EOAREANAME,EOTERNAME,EOPARENT,UKRTEST,UKRTESTSTATUS,UKRBALL100,UKRBALL12,UKRPTNAME,UKRPTREGNAME,UKRPTAREANAME,UKRPTTERNAME,HISTTEST,HISTLANG,HISTTESTSTATUS,HISTBALL100,HISTBALL12,HISTPTNAME,HISTPTREGNAME,HISTPTAREANAME,HISTPTTERNAME,MATHTEST,MATHLANG,MATHTESTSTATUS,MATHBALL100,MATHBALL12,MATHPTNAME,MATHPTREGNAME,MATHPTAREANAME,MATHPTTERNAME,PHYSTEST,PHYSLANG,PHYSTESTSTATUS,PHYSBALL100,PHYSBALL12,PHYSPTNAME,PHYSPTREGNAME,PHYSPTAREANAME,PHYSPTTERNAME,CHEMTEST,CHEMLANG,CHEMTESTSTATUS,CHEMBALL100,CHEMBALL12,CHEMPTNAME,CHEMPTREGNAME,CHEMPTAREANAME,CHEMPTTERNAME,BIOTEST,BIOLANG,BIOTESTSTATUS,BIOBALL100,BIOBALL12,BIOPTNAME,BIOPTREGNAME,BIOPTAREANAME,BIOPTTERNAME,GEOTEST,GEOLANG,GEOTESTSTATUS,GEOBALL100,GEOBALL12,GEOPTNAME,GEOPTREGNAME,GEOPTAREANAME,GEOPTTERNAME,ENGTEST,ENGTESTSTATUS,ENGBALL100,ENGBALL12,ENGPTNAME,ENGPTREGNAME,ENGPTAREANAME,ENGPTTERNAME,FRATEST,FRATESTSTATUS,FRABALL100,FRABALL12,FRAPTNAME,FRAPTREGNAME,FRAPTAREANAME,FRAPTTERNAME,DEUTEST,DEUTESTSTATUS,DEUBALL100,DEUBALL12,DEUPTNAME,DEUPTREGNAME,DEUPTAREANAME,DEUPTTERNAME,SPATEST,SPATESTSTATUS,SPABALL100,SPABALL12,SPAPTNAME,SPAPTREGNAME,SPAPTAREANAME,SPAPTTERNAME,RUSTEST,RUSTESTSTATUS,RUSBALL100,RUSBALL12,RUSPTNAME,RUSPTREGNAME,RUSPTAREANAME,RUSPTTERNAME,CERTNUM,UKRBALL,HISTBALL,MATHBALL,PHYSBALL,CHEMBALL,BIOBALL,GEOBALL,ENGBALL,FRABALL,DEUBALL,SPABALL,RUSBALL
B053F379-7670-425C-9D75-0133C6B748E2,AEC8925B-3547-4B2E-B669-5A21316DAE4F,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька гімназія №5 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,180.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,179.0,10.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Фізика,українська,Зараховано,170.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177982,83.0,,46.0,34.0,,,,,,,,
5FECC744-CBEB-4CC1-8A1A-DCB7888ED4E4,919E567A-6C2C-4C7D-8EA9-EE1235CCA17E,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька спеціалізована школа І-ІІІ ступенів №22 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,111.0,5.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,114.0,4.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,133.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297986,32.0,32.0,,,,,43.0,,,,,
F6C44573-27FB-4C1C-8A82-B45CB4BCFE39,AB4AAE24-663A-4F9E-8123-F8412DA85A73,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Біолого-хімічний,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,146.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Зараховано,114.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,137.0,7.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288794,56.0,32.0,,,,,45.0,,,,,
2FF20C13-C6A1-4A7D-852D-0E4A698C682D,A49D2443-7195-427A-A73C-3BD8FB16EF73,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,161.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Зараховано,125.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,151.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368163,67.0,36.0,,,,,52.0,,,,,
E0EE4773-A951-4521-A9F4-35631E213292,C6CE0B09-0615-40E7-9E7D-CA8C4F0BCF77,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №4 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,168.0,9.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,166.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,132.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347124,73.0,,39.0,,,,,27.0,,,,
1180CD7F-E500-4F4E-8E83-E89A81742CCE,DD6500C4-44CA-4131-B501-3902CC2D3688,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Військово-спортивний,українська,Чернівецький військово-спортивний ліцей-інтернат Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Не подолав поріг,,2.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Історія України,українська,Не подолав поріг,,4.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Не подолав поріг,,4.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337286,19.0,25.0,,,,,25.0,,,,,
A6B08F7C-7946-4895-9282-C06BF3726C37,7B8E9CDA-7FAF-415B-A69A-3BEAAF9E5A69,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька гімназія №5 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,180.0,9.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,173.0,9.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,172.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178087,83.0,,43.0,,,,,42.0,,,,
51397E5A-B9F6-487C-8CBE-3781EE3E63AA,C9FE5704-56A7-4B9C-9E0C-50FD76D85720,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №5 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,117.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,Математика,українська,Зараховано,124.0,5.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,142.0,7.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290104,36.0,,19.0,,,,47.0,,,,,
981FD9E8-98EF-4173-BEFA-8901B50E8113,6F2C5D48-A021-4C53-A90D-C0AE56F4B5FB,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,152.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,158.0,8.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,154.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293275,60.0,52.0,,,,,,35.0,,,,
E022B3BC-1D57-4CA9-A316-2829D5F03C60,E0A0F7CA-CB83-47F5-9352-884A431D8F74,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Не подолав поріг,,3.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Не подолав поріг,,4.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не подолав поріг,,2.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292842,22.0,25.0,,,,,,6.0,,,,
4687F777-1FBF-4097-8CD9-9A7499981D48,D4F2CD0B-A7F2-46F2-8558-3FBB9417DCE9,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №7 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,123.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,105.0,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,162.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299132,40.0,29.0,,,,,,38.0,,,,
09A2E4DD-92CE-4B70-8B86-286805176A87,36794F1C-1CAD-4B2D-8DA6-891149EC559C,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,"Комунальний дошкільний навчальний заклад - загальноосвітній навчальний заклад ""Навчально - виховний комплекс ""Лідер"" Чернівецької міської ради",середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,182.0,10.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,Математика,українська,Зараховано,172.0,10.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Фізика,українська,Зараховано,134.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299619,85.0,,42.0,17.0,,,,,,,,
A7CDFE71-9FCC-4FF6-8842-DEC252F20DC8,6E0CE5D7-A94E-43D6-8C89-4532F71C4FEE,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №7 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,139.0,7.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,116.0,5.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,127.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295756,51.0,,16.0,,,,,25.0,,,,
413961B4-CB39-400E-83E9-B96334DAE081,61E3AADF-0EED-47A2-A320-7242904FEBA3,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Універсальний,українська,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,спеціалізована школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,132.0,7.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,131.0,7.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Математика,українська,Зараховано,131.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292040,46.0,38.0,22.0,,,,,,,,,
4E5AD659-5093-4F50-AD1C-1EE812F0CC7C,F5A78189-40FA-4C22-B8FD-2EA7F5AFD62E,1999,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №7 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,161.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Зараховано,136.0,,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Математика,українська,Зараховано,155.0,8.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №27 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,177.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298846,67.0,40.0,33.0,,,,,44.0,,,,
A56BEABF-6D79-49A2-A502-4920948A767B,FDB839B3-E8AD-4433-A072-9599D6107A19,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,152.0,6.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,162.0,9.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,174.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346077,60.0,55.0,,,,,66.0,,,,,
A00D8E5A-63D3-4582-B768-0245CFC75CA4,2950340E-A97E-4C55-976B-62C614A34FB5,2000,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія №4 Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,173.0,10.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,170.0,10.0,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,186.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347469,77.0,,41.0,,,,,48.0,,,,
34E7B625-2B6E-48EC-9668-EDF7CCFC1900,F09A2E8A-3AA6-43E8-841C-3B80088E1655,2000,чоловіча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецька загальноосвітня школа І-ІІІ ступенів №8 Чернівецької міської ради,середня загальноосвітня школа,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,135.0,7.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №31 Чернівецької міської ради,Чернівецька область,м.Чернівці. Садгірський район міста,Садгірський район міста,Історія України,українська,Не подолав поріг,,5.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,107.0,5.0,Чернівецька гімназія №4 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346214,48.0,25.0,,,,,31.0,,,,,
75DBCBB5-57E7-40C0-BBE4-4BCD5EA27D8E,5CFB3ACB-75CA-4619-9507-52D9A5377986,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Інший,українська,Чернівецький багатопрофільний ліцей №4 Чернівецької міської ради,ліцей,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,193.0,11.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Історія України,українська,Зараховано,178.0,10.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,146.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,Англійська мова,Зараховано,162.0,9.0,Чернівецька загальноосвітня школа І-ІІІ ступенів №2 ім. Ю. Федьковича Чернівецької міської ради,Чернівецька область,м.Чернівці. Першотравневий район міста,Першотравневий район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345888,95.0,70.0,,,,,49.0,38.0,,,,
74AB2D18-857C-41D7-9429-5ACF24876054,21A0018D-5245-4D8A-A7B0-1101474C3CBE,1999,жіноча,Чернівецька область,м.Чернівці,Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,місто,Іноземної філології,українська,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,гімназія,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Управління освіти Чернівецької міської ради,Українська мова і література,Зараховано,199.0,12.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,Математика,українська,Зараховано,196.0,12.0,Чернівецька спеціалізована школа І-ІІІ ступенів фізико-математичного профілю №6 Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,Фізика,українська,Зараховано,178.0,,Чернівецька загальноосвітня школа І-ІІІ ступенів №24 ім. О. Кобилянської Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Німецька мова,Зараховано,199.0,12.0,Чернівецька гімназія № 1 імені Тараса Григоровича Шевченка Чернівецької міської ради,Чернівецька область,м.Чернівці. Шевченківський район міста,Шевченківський район міста,,,,,,,,,,,,,,,,,355484,102.0,,58.0,39.0,,,,,,55.0,,
